,label,text,original_length,text_untokenized
1578,0,"['how', 'to', 'make', 'a', 'girl', 'happy', 'it', 's', 'not', 'at', 'all', 'difficult', 'to', 'make', 'girls', 'happy', 'u', 'only', 'need', 'to', 'be', 'a', 'friend', 'companion', 'lover', 'chef', 'good', 'listener', 'organizer', 'good', 'boyfriend', 'very', 'clean', 'sympathetic', 'athletic', 'warm', 'courageous', 'determined', 'true', 'dependable', 'intelligent', 'psychologist', 'pest', 'exterminator', 'psychiatrist', 'healer', 'stylist', 'driver', 'aaniye', 'pudunga', 'venaam']",611,how to make a girl happy it s not at all difficult to make girls happy u only need to be a friend companion lover chef good listener organizer good boyfriend very clean sympathetic athletic warm courageous determined true dependable intelligent psychologist pest exterminator psychiatrist healer stylist driver aaniye pudunga venaam
1579,0,"['why', 'is', 'that', 'princess', 'i', 'bet', 'the', 'brothas', 'are', 'all', 'chasing', 'you']",61,why is that princess i bet the brothas are all chasing you
1580,0,"['i', 'shall', 'book', 'chez', 'jules', 'for', 'half', 'eight', 'if', 'that', 's', 'ok', 'with', 'you']",62,i shall book chez jules for half eight if that s ok with you
1581,0,"['hhahhaahahah', 'rofl', 'wtf', 'nig', 'was', 'leonardo', 'in', 'your', 'room', 'or', 'something']",64,hhahhaahahah rofl wtf nig was leonardo in your room or something
1582,0,"['yep', 'at', 'derek', 's', 'house', 'now', 'see', 'you', 'sunday']",47,yep at derek s house now see you sunday
1583,0,"['it', 's', 'cool', 'let', 'me', 'know', 'before', 'it', 'kicks', 'off', 'around', 'i', 'll', 'be', 'out', 'and', 'about', 'all', 'day']",92,it s cool let me know before it kicks off around i ll be out and about all day
1584,0,"['sorry', 'i', 'll', 'call', 'later']",22,sorry i ll call later
1585,0,"['i', 'was', 'wondering', 'if', 'it', 'would', 'be', 'okay', 'for', 'you', 'to', 'call', 'uncle', 'john', 'and', 'let', 'him', 'know', 'that', 'things', 'are', 'not', 'the', 'same', 'in', 'nigeria', 'as', 'they', 'r', 'here', 'that', 'dollars', 'is', 'years', 'sent', 'and', 'that', 'you', 'know', 'its', 'a', 'strain', 'but', 'i', 'plan', 'to', 'pay', 'back', 'every', 'dime', 'he', 'gives', 'every', 'dime', 'so', 'for', 'me', 'to', 'expect', 'anything', 'from', 'you', 'is', 'not', 'practical', 'something', 'like', 'that']",338,i was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here that dollars is years sent and that you know its a strain but i plan to pay back every dime he gives every dime so for me to expect anything from you is not practical something like that
1586,0,"['there', 'are', 'no', 'other', 'charges', 'after', 'transfer', 'charges', 'and', 'you', 'can', 'withdraw', 'anyhow', 'you', 'like']",86,there are no other charges after transfer charges and you can withdraw anyhow you like
1587,0,"['dont', 'search', 'love', 'let', 'love', 'find', 'u', 'thats', 'why', 'its', 'called', 'falling', 'in', 'love', 'bcoz', 'u', 'dont', 'force', 'yourself', 'u', 'just', 'fall', 'and', 'u', 'know', 'there', 'is', 'smeone', 'to', 'hold', 'u', 'bslvyl']",159,dont search love let love find u thats why its called falling in love bcoz u dont force yourself u just fall and u know there is smeone to hold u bslvyl
1588,0,"['at', 'let', 's', 'go', 'to', 'bill', 'millers']",30,at let s go to bill millers
1589,0,"['i', 'love', 'you', 'you', 'set', 'my', 'soul', 'on', 'fire', 'it', 'is', 'not', 'just', 'a', 'spark', 'but', 'it', 'is', 'a', 'flame', 'a', 'big', 'rawring', 'flame', 'xoxo']",105,i love you you set my soul on fire it is not just a spark but it is a flame a big rawring flame xoxo
1590,0,"['somewhr', 'someone', 'is', 'surely', 'made', 'u', 'and', 'god', 'has', 'decided', 'a', 'perfect', 'time', 'to', 'make', 'u', 'meet', 'dat', 'person', 'till', 'den', 'enjoy', 'ur', 'crushes']",148,somewhr someone is surely made u and god has decided a perfect time to make u meet dat person till den enjoy ur crushes
1591,0,"['that', 's', 'my', 'honeymoon', 'outfit']",30,that s my honeymoon outfit
1592,0,"['will', 'it', 'help', 'if', 'we', 'propose', 'going', 'back', 'again', 'tomorrow']",52,will it help if we propose going back again tomorrow
1593,1,"['private', 'your', 'account', 'statement', 'for', 'shows', 'un', 'redeemed', 's', 'i', 'm', 'points', 'call', 'identifier', 'code', 'expires']",136,private your account statement for shows un redeemed s i m points call identifier code expires
1594,0,"['never', 'blame', 'a', 'day', 'in', 'ur', 'life', 'good', 'days', 'give', 'u', 'happiness', 'bad', 'days', 'give', 'u', 'experience', 'both', 'are', 'essential', 'in', 'life', 'all', 'are', 'gods', 'blessings', 'good', 'morning']",152,never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning
1595,0,"['pls', 'confirm', 'the', 'time', 'to', 'collect', 'the', 'cheque']",43,pls confirm the time to collect the cheque
1596,1,"['as', 'a', 'registered', 'subscriber', 'yr', 'draw', 'a', 'gift', 'voucher', 'will', 'b', 'entered', 'on', 'receipt', 'of', 'a', 'correct', 'ans', 'when', 'are', 'the', 'next', 'olympics', 'txt', 'ans', 'to']",146,as a registered subscriber yr draw a gift voucher will b entered on receipt of a correct ans when are the next olympics txt ans to
1597,1,"['urgent', 'your', 'mobile', 'number', 'has', 'been', 'awarded', 'with', 'a', 'prize', 'guaranteed', 'call', 'from', 'land', 'line', 'claim', 'valid', 'hrs', 'only', 'ppm']",144,urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid hrs only ppm
1598,0,"['daddy', 'will', 'take', 'good', 'care', 'of', 'you']",35,daddy will take good care of you
1599,0,"['yeah', 'probably', 'i', 'still', 'gotta', 'check', 'out', 'with', 'leo']",47,yeah probably i still gotta check out with leo
1600,0,"['k', 'then', 'any', 'other', 'special']",25,k then any other special
1601,0,"['carlos', 'is', 'taking', 'his', 'sweet', 'time', 'as', 'usual', 'so', 'let', 'me', 'know', 'when', 'you', 'and', 'patty', 'are', 'done', 'want', 'to', 'smoke', 'and', 'i', 'll', 'tell', 'him', 'to', 'haul', 'ass']",127,carlos is taking his sweet time as usual so let me know when you and patty are done want to smoke and i ll tell him to haul ass
1602,0,"['ok', 'pa', 'nothing', 'problem']",25,ok pa nothing problem
1603,0,"['have', 'you', 'heard', 'about', 'that', 'job', 'i', 'm', 'going', 'to', 'that', 'wildlife', 'talk', 'again', 'tonight', 'if', 'u', 'want', 'come', 'its', 'that', 'worzels', 'and', 'a', 'wizzle', 'or', 'whatever', 'it', 'is']",143,have you heard about that job i m going to that wildlife talk again tonight if u want come its that worzels and a wizzle or whatever it is
1604,0,"['god', 'picked', 'up', 'a', 'flower', 'and', 'dippeditinadew', 'lovingly', 'touched', 'itwhichturnedinto', 'u', 'and', 'the', 'he', 'gifted', 'tomeandsaid', 'this', 'friend', 'is', 'u']",128,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaid this friend is u
1605,0,"['when', 'you', 'came', 'to', 'hostel']",24,when you came to hostel
1606,0,"['ok', 'no', 'prob', 'i', 'll', 'come', 'after', 'lunch', 'then']",43,ok no prob i ll come after lunch then
1607,0,"['jus', 'telling', 'u', 'dat', 'i', 'll', 'b', 'leaving', 'shanghai', 'on', 'st', 'instead', 'so', 'we', 'll', 'haf', 'more', 'time', 'meet', 'up', 'cya']",99,jus telling u dat i ll b leaving shanghai on st instead so we ll haf more time meet up cya
1608,0,"['are', 'your', 'freezing', 'are', 'you', 'home', 'yet', 'will', 'you', 'remember', 'to', 'kiss', 'your', 'mom', 'in', 'the', 'morning', 'do', 'you', 'love', 'me', 'do', 'you', 'think', 'of', 'me', 'are', 'you', 'missing', 'me', 'yet']",152,are your freezing are you home yet will you remember to kiss your mom in the morning do you love me do you think of me are you missing me yet
1609,0,"['you', 'all', 'ready', 'for', 'big', 'day', 'tomorrow']",37,you all ready for big day tomorrow
1610,0,"['i', 'll', 'probably', 'be', 'around', 'mu', 'a', 'lot']",32,i ll probably be around mu a lot
1611,0,[],3,
1612,1,"['rt', 'king', 'pro', 'video', 'club', 'need', 'help', 'info', 'ringtoneking', 'co', 'uk', 'or', 'call', 'you', 'must', 'be', 'club', 'credits', 'redeemable', 'at', 'www', 'ringtoneking', 'co', 'uk', 'enjoy']",153,rt king pro video club need help info ringtoneking co uk or call you must be club credits redeemable at www ringtoneking co uk enjoy
1613,0,"['thnx', 'dude', 'u', 'guys', 'out', 'nite']",28,thnx dude u guys out nite
1614,0,"['me', 'sef', 'dey', 'laugh', 'you', 'meanwhile', 'how', 's', 'my', 'darling', 'anjie']",55,me sef dey laugh you meanwhile how s my darling anjie
1615,0,"['mm', 'i', 'had', 'my', 'food', 'da', 'from', 'out']",28,mm i had my food da from out
1616,0,"['k', 'makes', 'sense', 'btw', 'carlos', 'is', 'being', 'difficult', 'so', 'you', 'guys', 'are', 'gonna', 'smoke', 'while', 'i', 'go', 'pick', 'up', 'the', 'second', 'batch', 'and', 'get', 'gas']",121,k makes sense btw carlos is being difficult so you guys are gonna smoke while i go pick up the second batch and get gas
1617,0,"['did', 'u', 'download', 'the', 'fring', 'app']",29,did u download the fring app
1618,0,"['the', 'oz', 'guy', 'is', 'being', 'kinda', 'flaky', 'but', 'one', 'friend', 'is', 'interested', 'in', 'picking', 'up', 'worth', 'tonight', 'if', 'possible']",115,the oz guy is being kinda flaky but one friend is interested in picking up worth tonight if possible
1619,0,"['friends', 'that', 'u', 'can', 'stay', 'on', 'fb', 'chat', 'with']",39,friends that u can stay on fb chat with
1620,0,"['fuck', 'babe', 'i', 'miss', 'you', 'sooooo', 'much', 'i', 'wish', 'you', 'were', 'here', 'to', 'sleep', 'with', 'me', 'my', 'bed', 'is', 'so', 'lonely', 'i', 'go', 'now', 'to', 'sleep', 'to', 'dream', 'of', 'you', 'my', 'love']",154,fuck babe i miss you sooooo much i wish you were here to sleep with me my bed is so lonely i go now to sleep to dream of you my love
1621,0,"['living', 'is', 'very', 'simple', 'loving', 'is', 'also', 'simple', 'laughing', 'is', 'too', 'simple', 'winning', 'is', 'tooo', 'simple', 'but', 'being', 'simple', 'is', 'very', 'difficult', 'gud', 'nte']",148,living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult gud nte
1622,1,"['u', 'have', 'a', 'secret', 'admirer', 'who', 'is', 'looking', 'make', 'contact', 'with', 'u', 'find', 'out', 'who', 'they', 'r', 'reveal', 'who', 'thinks', 'ur', 'so', 'special', 'call', 'on']",132,u have a secret admirer who is looking make contact with u find out who they r reveal who thinks ur so special call on
1623,0,"['ah', 'well', 'that', 'confuses', 'things', 'doesn', 't', 'it']",44,ah well that confuses things doesn t it
1624,1,"['free', 'text', 'msgs', 'just', 'text', 'ok', 'to', 'and', 'we', 'll', 'credit', 'your', 'account']",71,free text msgs just text ok to and we ll credit your account
1625,0,"['hi', 'dear', 'call', 'me', 'its', 'urgnt', 'i', 'don', 't', 'know', 'whats', 'your', 'problem', 'you', 'don', 't', 'want', 'to', 'work', 'or', 'if', 'you', 'have', 'any', 'other', 'problem', 'at', 'least', 'tell', 'me', 'wating', 'for', 'your', 'reply']",156,hi dear call me its urgnt i don t know whats your problem you don t want to work or if you have any other problem at least tell me wating for your reply
1626,0,"['dear', 'how', 'you', 'are', 'you', 'ok']",25,dear how you are you ok
1627,1,"['you', 'have', 'been', 'selected', 'to', 'stay', 'in', 'of', 'top', 'british', 'hotels', 'for', 'nothing', 'holiday', 'worth', 'to', 'claim', 'call', 'london', 'bx', 'sw', 'ss']",147,you have been selected to stay in of top british hotels for nothing holiday worth to claim call london bx sw ss
1628,0,"['yes', 'princess', 'i', 'want', 'to', 'make', 'you', 'happy']",41,yes princess i want to make you happy
1629,0,"['sounds', 'like', 'you', 'have', 'many', 'talents', 'would', 'you', 'like', 'to', 'go', 'on', 'a', 'dinner', 'date', 'next', 'week']",83,sounds like you have many talents would you like to go on a dinner date next week
1630,0,"['i', 'am', 'going', 'to', 'film', 'day', 'da', 'at', 'pm', 'sorry', 'da']",45,i am going to film day da at pm sorry da
1631,0,"['we', 'not', 'watching', 'movie', 'already', 'xy', 'wants', 'shop', 'so', 'i', 'm', 'shopping', 'w', 'her', 'now']",73,we not watching movie already xy wants shop so i m shopping w her now
1632,0,"['hello', 'my', 'little', 'party', 'animal', 'i', 'just', 'thought', 'i', 'd', 'buzz', 'you', 'as', 'you', 'were', 'with', 'your', 'friends', 'grins', 'reminding', 'you', 'were', 'loved', 'and', 'send', 'a', 'naughty', 'adoring', 'kiss']",158,hello my little party animal i just thought i d buzz you as you were with your friends grins reminding you were loved and send a naughty adoring kiss
1633,0,"['yesterday', 'its', 'with', 'me', 'only', 'now', 'am', 'going', 'home']",47,yesterday its with me only now am going home
1634,1,"['eerie', 'nokia', 'tones', 'u', 'rply', 'tone', 'title', 'to', 'eg', 'tone', 'dracula', 'to', 'titles', 'ghost', 'addamsfa', 'munsters', 'exorcist', 'twilight', 'www', 'getzed', 'co', 'uk', 'pobox', 'w', 'wq', 'p']",161,eerie nokia tones u rply tone title to eg tone dracula to titles ghost addamsfa munsters exorcist twilight www getzed co uk pobox w wq p
1635,0,"['you', 'have', 'come', 'into', 'my', 'life', 'and', 'brought', 'the', 'sun', 'shiny', 'down', 'on', 'me', 'warming', 'my', 'heart', 'putting', 'a', 'constant', 'smile', 'on', 'my', 'face', 'making', 'me', 'feel', 'loved', 'and', 'cared', 'for']",159,you have come into my life and brought the sun shiny down on me warming my heart putting a constant smile on my face making me feel loved and cared for
1636,0,"['no', 'shit', 'but', 'i', 'wasn', 't', 'that', 'surprised', 'so', 'i', 'went', 'and', 'spent', 'the', 'evening', 'with', 'that', 'french', 'guy', 'i', 'met', 'in', 'town', 'here', 'and', 'we', 'fooled', 'around', 'a', 'bit', 'but', 'i', 'didn', 't', 'let', 'him', 'fuck', 'me']",165,no shit but i wasn t that surprised so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didn t let him fuck me
1637,1,"['a', 'networks', 'allow', 'companies', 'to', 'bill', 'for', 'sms', 'so', 'they', 'are', 'responsible', 'for', 'their', 'suppliers']",91,a networks allow companies to bill for sms so they are responsible for their suppliers
1638,0,"['great', 'comedy', 'cant', 'stop', 'laughing', 'da']",37,great comedy cant stop laughing da
1639,1,"['freemsg', 'feelin', 'kinda', 'lnly', 'hope', 'u', 'like', 'keep', 'me', 'company', 'jst', 'got', 'a', 'cam', 'moby', 'wanna', 'c', 'my', 'pic', 'txt', 'or', 'reply', 'date', 'to', 'msg', 'p', 'rcv', 'hlp', 'stop', 'to']",160,freemsg feelin kinda lnly hope u like keep me company jst got a cam moby wanna c my pic txt or reply date to msg p rcv hlp stop to
1640,0,"['alright', 'we', 're', 'all', 'set', 'here', 'text', 'the', 'man']",41,alright we re all set here text the man
1641,0,"['hi', 'where', 'are', 'you', 'we', 're', 'at', 'and', 'they', 're', 'not', 'keen', 'to', 'go', 'out', 'i', 'kind', 'of', 'am', 'but', 'feel', 'i', 'shouldn', 't', 'so', 'can', 'we', 'go', 'out', 'tomo', 'don', 't', 'mind', 'do', 'you']",136,hi where are you we re at and they re not keen to go out i kind of am but feel i shouldn t so can we go out tomo don t mind do you
1642,0,"['sleeping', 'nt', 'feeling', 'well']",24,sleeping nt feeling well
1643,0,"['u', 'will', 'switch', 'your', 'fone', 'on', 'dammit']",35,u will switch your fone on dammit
1644,0,"['india', 'have', 'to', 'take', 'lead']",25,india have to take lead
1645,0,"['i', 'll', 'post', 'her', 'out', 'l', 'r', 'in', 'class']",31,i ll post her out l r in class
1646,0,"['thts', 'wat', 'wright', 'brother', 'did', 'to', 'fly']",36,thts wat wright brother did to fly
1647,0,"['evening', 'v', 'good', 'if', 'somewhat', 'event', 'laden', 'will', 'fill', 'you', 'in', 'don', 't', 'you', 'worry', 'head', 'ok', 'but', 'throat', 'wrecked', 'see', 'you', 'at', 'six', 'then']",132,evening v good if somewhat event laden will fill you in don t you worry head ok but throat wrecked see you at six then
1648,0,"['if', 'u', 'laugh', 'really', 'loud', 'if', 'u', 'talk', 'spontaneously', 'if', 'u', 'dont', 'care', 'what', 'others', 'feel', 'u', 'are', 'probably', 'with', 'your', 'dear', 'amp', 'best', 'friends', 'goodevening', 'dear']",156,if u laugh really loud if u talk spontaneously if u dont care what others feel u are probably with your dear amp best friends goodevening dear
1649,0,"['its', 'a', 'laptop', 'take', 'it', 'with', 'you']",30,its a laptop take it with you
1650,0,"['i', 'dont', 'have', 'any', 'of', 'your', 'file', 'in', 'my', 'bag', 'i', 'was', 'in', 'work', 'when', 'you', 'called', 'me', 'i', 'll', 'tell', 'you', 'if', 'i', 'find', 'anything', 'in', 'my', 'room']",118,i dont have any of your file in my bag i was in work when you called me i ll tell you if i find anything in my room
