label0,label,cluster,texts,x1,x2,doc,original_text
ham,0,8,"Text(20.321543, -22.698437, 'seriously tell her those exact words right now')",20.321543,-22.698437,seriously tell her those exact words right now,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
spam,1,8,"Text(4.474046, -14.626953, 'can u get phone now i wanna chat set up meet call me now on u can cum here moro luv jane xx calls minmoremobsemspobox po wa')",4.474046,-14.626953,can u get phone now i wanna chat set up meet call me now on u can cum here moro luv jane xx calls minmoremobsemspobox po wa,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA
ham,0,7,"Text(1.6920431, -31.679707, 'tee hee off to lecture cheery bye bye')",1.6920431,-31.679707,tee hee off to lecture cheery bye bye,"Tee hee. Off to lecture, cheery bye bye."
ham,0,8,"Text(5.5737615, -5.8064227, 'sorry chikku my cell got some problem thts y i was nt able to reply u or msg u')",5.5737615,-5.8064227,sorry chikku my cell got some problem thts y i was nt able to reply u or msg u,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,0,0,"Text(-18.434595, 16.712519, 'if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number')",-18.434595,16.712519,if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
ham,0,4,"Text(-44.47839, 10.246237, 'ok')",-44.47839,10.246237,ok,Ok...
spam,1,1,"Text(12.548941, -28.632458, 'network operator the service is free for t c s visit biz')",12.548941,-28.632458,network operator the service is free for t c s visit biz,network operator. The service is free. For T & C's visit 80488.biz
ham,0,9,"Text(-12.433301, 25.35424, 'let me know how to contact you i ve you settled in a room lets know you are ok')",-12.433301,25.35424,let me know how to contact you i ve you settled in a room lets know you are ok,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
ham,0,9,"Text(16.724903, 9.602152, 'wot u up u weirdo')",16.724903,9.602152,wot u up u weirdo,Wot u up 2 u weirdo?
ham,0,0,"Text(-34.299484, 28.991909, 'can do lor')",-34.299484,28.991909,can do lor,Can do lor...
ham,0,6,"Text(-4.9422007, -18.300884, 'dont put your phone on silent mode ok')",-4.9422007,-18.300884,dont put your phone on silent mode ok,Dont put your phone on silent mode ok
ham,0,0,"Text(-25.863373, 15.46391, 'can i meet at as where depends on where wan in lor')",-25.863373,15.46391,can i meet at as where depends on where wan in lor,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..
ham,0,3,"Text(40.043583, -9.531433, 'waiting my tv show start lor u leh still busy doing ur report')",40.043583,-9.531433,waiting my tv show start lor u leh still busy doing ur report,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
ham,0,3,"Text(32.697647, -10.118463, 'oh ho is this the first time u use these type of words')",32.697647,-10.118463,oh ho is this the first time u use these type of words,Oh ho. Is this the first time u use these type of words
ham,0,6,"Text(6.6084957, 13.466308, 'am i the only one who doesn t stalk profiles')",6.6084957,13.466308,am i the only one who doesn t stalk profiles,Am I the only one who doesn't stalk profiles?
ham,0,6,"Text(6.7908583, -0.50700414, 'ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it gud nyt')",6.7908583,-0.50700414,ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it gud nyt,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
ham,0,9,"Text(-3.5756457, 27.763603, 'yes i thought so thanks')",-3.5756457,27.763603,yes i thought so thanks,Yes i thought so. Thanks.
ham,0,0,"Text(-34.815, 30.420137, 'but if she s drinkin i m ok')",-34.815,30.420137,but if she s drinkin i m ok,But if she.s drinkin i'm ok.
ham,0,8,"Text(8.532349, -17.820717, 'just wondering the others just took off')",8.532349,-17.820717,just wondering the others just took off,"Just wondering, the others just took off"
ham,0,6,"Text(-14.45637, -7.339809, 'night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng')",-14.45637,-7.339809,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,0,6,"Text(2.7050357, 7.3897676, 'what do you do my dog must i always wait till the end of your day to have word from you did you run out of time on your cell already')",2.7050357,7.3897676,what do you do my dog must i always wait till the end of your day to have word from you did you run out of time on your cell already,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
ham,0,4,"Text(-30.336102, -13.158003, 'happy new year to u too')",-30.336102,-13.158003,happy new year to u too,Happy new year to u too!
ham,0,6,"Text(-4.760965, -17.503048, 'hey great deal farm tour am to pm pax deposit by may')",-4.760965,-17.503048,hey great deal farm tour am to pm pax deposit by may,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
ham,0,3,"Text(42.290604, -11.143409, 'eat jap done oso aft ur lect wat got lect at rite')",42.290604,-11.143409,eat jap done oso aft ur lect wat got lect at rite,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... 
ham,0,3,"Text(40.693764, -1.0822922, 'hey babe i saw you came online for a second and then you disappeared what happened')",40.693764,-1.0822922,hey babe i saw you came online for a second and then you disappeared what happened,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
ham,0,9,"Text(18.960358, 12.873341, 'da my birthdate in certificate is in april but real date is today but dont publish it i shall give you a special treat if you keep the secret any way thanks for the wishes')",18.960358,12.873341,da my birthdate in certificate is in april but real date is today but dont publish it i shall give you a special treat if you keep the secret any way thanks for the wishes,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
ham,0,3,"Text(34.352222, -11.812669, 'happy birthday may all ur dreams come true')",34.352222,-11.812669,happy birthday may all ur dreams come true,Happy birthday... May all ur dreams come true...
ham,0,4,"Text(-39.692616, 10.531905, 'aiyah u did ok already lar e nydc at wheellock')",-39.692616,10.531905,aiyah u did ok already lar e nydc at wheellock,Aiyah u did ok already lar. E nydc at wheellock?
ham,0,9,"Text(31.179504, 9.212544, 'tell her i said eat shit')",31.179504,9.212544,tell her i said eat shit,TELL HER I SAID EAT SHIT.
ham,0,9,"Text(20.995754, 21.630224, 'sure i am driving but will reach my destination soon')",20.995754,21.630224,sure i am driving but will reach my destination soon,Sure! I am driving but will reach my destination soon.
ham,0,0,"Text(-31.70745, 14.730749, 'k so am i how much for an th fifty')",-31.70745,14.730749,k so am i how much for an th fifty,"K so am I, how much for an 8th? Fifty?"
ham,0,7,"Text(-29.743399, -19.656208, 'your daily text from me a favour this time')",-29.743399,-19.656208,your daily text from me a favour this time,Your daily text from me ‰ÛÒ a favour this time
ham,0,9,"Text(8.426991, 19.13417, 'great to hear you are settling well so what s happenin wit ola')",8.426991,19.13417,great to hear you are settling well so what s happenin wit ola,Great to hear you are settling well. So what's happenin wit ola?
ham,0,9,"Text(9.499733, 20.751362, 'those cocksuckers if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one')",9.499733,20.751362,those cocksuckers if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
ham,0,9,"Text(21.721642, 20.313272, 'i tot u reach liao he said t shirt')",21.721642,20.313272,i tot u reach liao he said t shirt,I tot u reach liao. He said t-shirt.
ham,0,6,"Text(-21.821602, 0.20081031, 'fran i decided go n e way im completely broke an knackered i got up bout c u mrw love janx p s this is my dads fone no credit')",-21.821602,0.20081031,fran i decided go n e way im completely broke an knackered i got up bout c u mrw love janx p s this is my dads fone no credit,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
ham,0,6,"Text(-17.056246, -18.547636, 'i cant pick the phone right now pls send a message')",-17.056246,-18.547636,i cant pick the phone right now pls send a message,I cant pick the phone right now. Pls send a message
ham,0,4,"Text(-26.563469, -7.530324, 'your right i ll make the appointment right now')",-26.563469,-7.530324,your right i ll make the appointment right now,Your right! I'll make the appointment right now.
ham,0,3,"Text(29.776798, -1.4093562, 'designation is software developer and may be she get chennai')",29.776798,-1.4093562,designation is software developer and may be she get chennai,Designation is software developer and may be she get chennai:)
spam,1,7,"Text(-2.1795518, -35.40084, 'enjoy the jamster videosound gold club with your credits for new videosounds logos musicnews get more fun from jamster co uk only help call')",-2.1795518,-35.40084,enjoy the jamster videosound gold club with your credits for new videosounds logos musicnews get more fun from jamster co uk only help call,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
spam,1,1,"Text(9.828774, -34.956787, 'get lions england tone reply lionm mono or lionp poly more go www ringtones co uk the original n best tones gbp network operator rates apply')",9.828774,-34.956787,get lions england tone reply lionm mono or lionp poly more go www ringtones co uk the original n best tones gbp network operator rates apply,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,0,9,"Text(21.36183, 24.978905, 'i jokin oni lar busy then i wun disturb')",21.36183,24.978905,i jokin oni lar busy then i wun disturb,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.
ham,0,9,"Text(6.121447, 15.652084, 'ok be careful don t text and drive')",6.121447,15.652084,ok be careful don t text and drive,"Ok, be careful ! Don't text and drive !"
ham,0,0,"Text(-20.059887, 18.003117, 'i ll always be there even if its just in spirit i ll get a bb soon just trying to be sure i need it')",-20.059887,18.003117,i ll always be there even if its just in spirit i ll get a bb soon just trying to be sure i need it,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
ham,0,9,"Text(18.217325, 5.9117236, 'u r too much close to my heart if u go away i will be shattered plz stay with me')",18.217325,5.9117236,u r too much close to my heart if u go away i will be shattered plz stay with me,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
